ID,starttime,endtime,age,profile_gender,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,ethnicity_new,ethnicity_rc,Weight,RUK1,RUK2,RUK2_1,RUK2_2,RUK2_3,RUK2_4,RUK2_5,RUK3,RUK3_1,RUK3_2,RUK3_3,RUK4
646,11/07/2022,11/07/2022,32,2,3,4,1,2,2,1,1,1.972345182,3,1,2,3,2,1,1,1,2,2,2,3
647,11/07/2022,11/07/2022,66,2,3,8,2, ,4,1,1,0.809820635,2,1,2,3,1,2,2,1,3,3,3,3
648,11/07/2022,11/07/2022,32,2,3,5,1,2,1,1,1,0.837772491,2,1,3,2,1,2,2,1,4,2,4,3
649,11/07/2022,11/07/2022,69,1,3,9,1,1,2,1,1,0.77865366,2,1,2,2,3,3,3,1,3,2,4,3
650,11/07/2022,11/07/2022,42,2,3,5,2, ,2,1,1,0.417060909,2,1,2,2,4,4,1,1,3,3,3,3
651,11/07/2022,11/07/2022,61,1,3,8,1,2,2,1,1,0.878939559,3,1,2,3,1,1,1,1,5,5,5,3
652,11/07/2022,11/07/2022,53,2,4,5,2, ,3,4,1,1.20258866,2,1,2,1,2,1,1,1,4,3,2,3
653,11/07/2022,11/07/2022,67,2,3,6,1,1,2,1,1,0.815715006,4,1,3,3,3,2,2,1,3,3,3,2
654,11/07/2022,11/07/2022,53,1,6,5,1,6,2,1,1,0.475432295,2,1,2,1,1,1,1,1,2,2,3,3
655,11/08/2022,11/08/2022,66,1,5,10,1,1,2,1,1,0.752492191,2,1,3,2,1,2,1,1,2,3,3,3
656,11/07/2022,11/07/2022,39,1,1,8,1,1,1,1,1,0.6560835,3,1,2,2,1,1,1,1,4,3,3,1
657,11/07/2022,11/07/2022,65,1,1,4,1,2,1,1,1,0.620954152,2,1,3,3,1,2,1,1,2,2,4,3
658,11/07/2022,11/07/2022,61,2,3,11,1,2,1,1,1,0.949422542,3,1,2,3,3,3,2,1,4,3,4,3
659,11/07/2022,11/07/2022,75,2,5,9,1,1,2,1,1,0.826784122,3,1,4,4,4,4,4,1,3,4,3,3
660,11/07/2022,11/07/2022,69,2,6,5,1,1,2,4,1,0.884176118,2,1,1,2,1,4,2,1,3,3,3,3
661,11/07/2022,11/07/2022,57,2,6,6,1,3,1,1,1,0.814208359,3,1,2,3,1,1,1,1,4,3,2,3
662,11/07/2022,11/07/2022,63,2,3,4,1,2,3,1,1,1.165830767,2,1,1,3,1,1,1,1,5,2,5,3
663,11/07/2022,11/07/2022,67,2,6,9,1,1,2,1,1,0.826784122,3,1,2,2,2,2,2,1,3,3,3,3
664,11/07/2022,11/07/2022,73,1,4,3,1,1,2,1,1,0.982128965,2,1,1,3,1,1,2,1,3,5,5,4
665,11/07/2022,11/07/2022,66,1,2,5,1,2,1,1,1,0.620954152,1,1,2,3,1,2,1,1,2,2,3,3
666,11/07/2022,11/07/2022,72,2,2,6,1,3,1,1,1,0.702223104,2,1,1,3,2,2,3,1,4,2,3,3
667,11/07/2022,11/07/2022,59,2,6,1,2, ,3,4,1,2.130547638,1,1,1,3,1,1,1,1,4,4,4,4
668,11/07/2022,11/07/2022,60,1,5,10,1,1,2,1,1,0.963359359,4,1,1,2,1,1,1,1,4,4,4,2
669,11/07/2022,11/07/2022,73,1,2,5,1,1,2,1,1,0.784546347,3,1,3,3,1,2,1,1,3,5,5,3
670,11/07/2022,11/07/2022,50,1,5,3,1,99,2,1,1,0.769180853,1,1,1,2,3,3,1,1,3,3,3,3
671,11/07/2022,11/07/2022,53,1,2,8,1,2,1,1,1,0.845388119,2,1,2,3,3,3,3,1,1,1,4,3
672,11/07/2022,11/07/2022,35,1,1,11,1,4,1,1,1,1.284370335,2,1,2,2,2,2,2,1,2,2,2,3
673,11/07/2022,11/07/2022,56,2,6,7,1,2,1,1,1,1.257697664,2,1,1,1,1,1,1,1,3,3,3,3
674,11/07/2022,11/07/2022,76,2,6,5,1,2,3,1,1,1.096364079,5,1,1,3,2,1,2,1,3,3,3,3
675,11/07/2022,11/07/2022,23,1,4,2,1,2,3,1,1,1.959296748,2,1,2,2,3,3,2,1,4,2,2,3
676,11/07/2022,11/07/2022,30,1,1,6,1,3,2,1,1,0.765085448,3,1,3,3,2,2,1,1,3,3,3,3
677,11/07/2022,11/07/2022,56,1,4,11,1,4,1,1,1,1.09210594,2,1,1,2,3,3,3,1,2,2,5,3
678,11/07/2022,11/07/2022,39,1,2,4,1,98,1,5,2,0.986056584,2,1,2,2,3,2,3,1,4,2,3,3
679,11/07/2022,11/07/2022,38,2,1,2,1,1,1,1,1,0.854758063,2,1,3,2,3,3,3,1,4,2,3,3
680,11/07/2022,11/07/2022,36,1,2,2,1,1,2,19, ,1.475988218,5,1,1,2,1,2,1,1,5,5,5,4
681,11/07/2022,11/07/2022,48,2,3,11,1,4,2,1,1,0.739982601,3,1,1,3,1,1,1,1,3,3,2,3
682,11/07/2022,11/07/2022,76,2,6,10,1,2,1,1,1,0.632127113,3,1,2,1,3,2,3,1,4,3,4,3
683,11/07/2022,11/07/2022,38,2,6,4,2, ,2,1,1,0.880116921,5,1,4,4,4,4,4,1,3,3,3,4
684,11/07/2022,11/07/2022,61,2,5,7,1,1,2,1,1,1.125309659,4,1,2,3,2,3,2,1,4,3,3,3
685,11/07/2022,11/07/2022,51,2,5,6,2, ,2,1,1,0.575639911,4,1,2,3,1,1,1,1,3,4,4,3
686,11/07/2022,11/07/2022,58,1,6,7,1,2,3,1,1,3.1715707,2,1,2,4,2,3,2,1,3,3,3,3
687,11/07/2022,11/07/2022,34,2,5,3,2, ,3,1,1,1.248113414,3,1,4,4,4,4,4,1,3,3,3,1
688,11/07/2022,11/07/2022,56,1,2,9,2, ,1,1,1,0.596253614,3,1,3,1,2,3,3,1,4,4,4,3
689,11/07/2022,11/07/2022,54,2,3,6,1,2,1,1,1,0.925173279,2,1,1,2,1,1,1,1,4,2,4,3
690,11/07/2022,11/07/2022,74,2,3,7,1,1,2,1,1,1.030110897,3,1,2,2,1,1,1,1,5,5,5,3
691,11/07/2022,11/07/2022,62,1,4,2,1,6,2,1,1,1.991143453,2,1,2,3,2,1,2,1,3,3,3,3
692,11/07/2022,11/07/2022,23,2,1,4,1,7,3,1,1,0.799440637,2,1,2,2,3,3,3,1,5,1,1,2
693,11/07/2022,11/07/2022,66,2,2,11,1,4,1,1,1,0.691867117,2,1,1,3,1,1,2,1,4,2,2,3
694,11/07/2022,11/07/2022,55,1,6,9,1,1,1,1,1,0.893541464,3,1,3,3,1,2,1,1,3,2,4,3
695,11/07/2022,11/07/2022,48,1,4,5,1,1,2,1,1,1.804135063,3,1,2,2,3,3,3,1,4,4,4,3
696,11/07/2022,11/07/2022,23,2,1,3,1,2,3,1,1,0.845029079,2,1,2,2,2,1,1,1,4,1,2,3
697,11/07/2022,11/07/2022,54,2,3,4,1,1,1,1,1,1.563558006,3,1,2,2,1,2,2,1,3,2,3,1
698,11/07/2022,11/07/2022,59,1,5,2,1,2,1,1,1,0.741939711,2,1,2,1,1,2,1,1,3,3,4,3
699,11/07/2022,11/07/2022,33,2,5,11,1,2,4,1,1,1.835442842,2,1,2,1,1,3,1,1,5,2,5,3
700,11/07/2022,11/07/2022,71,1,3,3,1,3,4,1,1,0.945855245,3,1,2,2,2,1,2,1,3,3,3,3
701,11/07/2022,11/07/2022,60,2,1,5,1,1,2,1,1,1.191087641,4,1,1,2,1,2,1,1,4,4,4,3
702,11/07/2022,11/07/2022,56,1,3,2,1,2,1,1,1,0.733351847,2,1,3,2,3,3,3,1,4,4,4,3
703,11/07/2022,11/07/2022,71,1,5,8,1,7,2,1,1,0.870359389,3,1,2,2,2,1,1,1,3,3,4,3
704,11/07/2022,11/07/2022,70,1,2,2,1,1,2,1,1,0.758964027,4,1,4,4,4,4,4,1,3,3,3,3
705,11/07/2022,11/07/2022,79,2,1,10,1,2,1,1,1,0.587595371,3,1,1,3,1,1,1,1,3,3,3,3
706,11/07/2022,11/07/2022,31,2,2,5,2, ,1,1,1,0.492279806,2,1,2,2,2,2,3,1,2,1,2,2
707,11/07/2022,11/07/2022,52,1,5,1,1,3,1,1,1,1.500881245,3,1,1,2,1,1,1,1,3,3,3,3
708,11/07/2022,11/07/2022,44,2,4,5,2, ,2,1,1,0.508480656,4,1,2,2,2,3,3,1,4,4,4,4
709,11/08/2022,11/08/2022,72,1,6,4,1,1,2,1,1,1.757243183,3,1,3,2,3,2,2,1,3,3,3,3
710,11/07/2022,11/07/2022,74,2,2,5,1,1,1,1,1,0.728183038,2,1,2,3,2,2,2,1,4,3,3,4
711,11/07/2022,11/07/2022,25,2,3,10,1,99,1,1,1,0.647384021,4,1,2,4,3,4,4,1,3,3,3,3
712,11/07/2022,11/07/2022,64,1,1,10,1,5,1,1,1,0.726360376,2,1,2,2,2,3,3,1,4,3,3,3
713,11/07/2022,11/07/2022,60,2,1,9,1,99,1,1,1,0.708381585,2,1,3,2,1,2,2,1,4,2,4,3
714,11/07/2022,11/07/2022,24,2,2,6,1,2,3,1,1,0.918069927,3,1,3,2,2,3,3,1,3,2,1,3
715,11/07/2022,11/07/2022,70,1,1,5,1,2,1,1,1,0.620954152,3,1,2,3,1,3,1,1,2,2,2,3
716,11/08/2022,11/08/2022,78,1,5,6,2, ,2,1,1,1.177416538,3,1,4,4,4,4,4,1,5,5,5,3
717,11/07/2022,11/07/2022,32,1,2,2,1,2,2,1,1,1.28977951,2,1,2,3,1,3,2,1,2,3,3,1
718,11/07/2022,11/07/2022,60,2,4,3,1,2,2,1,1,0.873592862,2,1,1,2,1,1,1,1,4,4,4,3
719,11/07/2022,11/07/2022,44,2,5,1,1,2,2,1,1,0.471922997,5,1,4,4,4,4,4,1,3,3,3,3
720,11/07/2022,11/07/2022,71,2,2,11,2, ,2,1,1,0.523648188,3,1,2,3,1,1,1,1,3,3,3,3
721,11/07/2022,11/07/2022,54,2,4,2,1,2,2,1,1,0.967235361,4,1,3,3,3,3,3,1,3,2,5,3
722,11/07/2022,11/07/2022,45,2,3,6,1,1,1,1,1,0.87693286,2,1,1,3,2,1,1,1,3,2,2,3
723,11/07/2022,11/07/2022,41,1,3,7,99, ,2,7,2,0.954062788,3,1,4,1,2,1,2,1,4,3,1,3
724,11/07/2022,11/07/2022,71,2,6,2,1,1,2,1,1,0.855345091,3,1,2,2,1,2,1,1,4,4,4,2
725,11/07/2022,11/07/2022,67,2,3,9,1,1,2,1,1,0.815715006,2,1,3,3,1,2,1,1,4,1,4,3
726,11/07/2022,11/07/2022,45,2,3,2,2, ,3,1,1,0.591443367,2,1,2,2,2,2,4,1,3,3,3,3
727,11/07/2022,11/07/2022,35,2,2,11,2, ,3,1,1,1.83287288,3,1,2,4,1,2,1,1,3,3,3,3
728,11/07/2022,11/07/2022,22,2,5,7,1,2,3,7,2,1.324650513,2,1,2,3,2,2,2,1,3,3,5,3
729,11/07/2022,11/07/2022,68,2,1,9,1,2,1,18,2,0.600374536,2,1,2,3,2,2,1,1,4,3,2,3
730,11/07/2022,11/07/2022,72,1,6,3,1,98,2,4,1,0.930954882,3,1,2,3,1,1,1,1,3,3,3,3
731,11/07/2022,11/07/2022,29,2,6,3,1,2,1,1,1,0.590144827,2,1,4,4,3,4,2,1,4,2,4,3
732,11/07/2022,11/07/2022,69,1,2,11,1,4,1,1,1,0.660432698,2,1,2,2,1,1,2,1,3,3,3,3
733,11/07/2022,11/07/2022,55,1,4,9,1,1,2,1,1,1.116291679,3,1,1,1,1,2,2,1,4,4,4,3
734,11/07/2022,11/07/2022,46,1,6,9,1,1,1,1,1,1.359839133,3,1,2,3,1,1,1,1,3,3,3,3
735,11/07/2022,11/07/2022,22,1,1,8,1,3,3,1,1,1.724069731,2,1,3,2,3,3,2,1,2,2,2,2
736,11/07/2022,11/07/2022,67,2,6,4,1,99,1,1,1,1.235011525,5,1,2,2,1,1,1,1,5,1,2,3
737,11/07/2022,11/07/2022,44,1,6,9,1,1,2,1,1,0.798095361,3,1,2,2,3,2,3,1,2,2,4,3
738,11/07/2022,11/07/2022,52,1,6,7,1,2,1,1,1,0.97411347,2,1,1,1,1,1,1,1,2,3,3,3
739,11/07/2022,11/07/2022,76,2,3,5,1,1,2,1,1,0.872338629,3,1,1,3,1,1,1,1,4,3,4,3
740,11/07/2022,11/07/2022,69,2,2,5,2, ,2,1,1,0.62120146,3,1,1,3,1,1,1,1,4,3,4,3
741,11/07/2022,11/07/2022,69,2,3,8,1,1,1,1,1,0.722713693,5,1,4,4,4,4,4,1,3,3,3,3
742,11/07/2022,11/07/2022,69,2,4,2,1,1,3,1,1,1.425502922,1,1,2,2,1,1,2,1,5,5,5,4
743,11/07/2022,11/07/2022,41,1,3,6,1,1,2,9,2,1.514279449,2,1,3,3,3,3,3,1,2,5,5,3
744,11/07/2022,11/07/2022,26,1,5,3,1,3,1,1,1,0.618813879,3,1,1,4,2,3,1,1,2,3,3,3
745,11/07/2022,11/07/2022,72,1,5,4,1,1,1,1,1,0.747777664,2,1,2,3,1,2,1,1,2,2,3,3
746,11/07/2022,11/07/2022,40,2,4,11,1,4,1,1,1,1.086350775,2,1,2,2,1,1,2,1,3,3,3,3
747,11/07/2022,11/07/2022,71,1,6,11,1,1,1,1,1,0.700420554,2,1,2,2,2,2,2,1,3,3,3,3
748,11/07/2022,11/07/2022,62,2,1,9,1,1,1,1,1,0.66161868,3,1,1,1,1,1,1,1,4,4,4,3
749,11/07/2022,11/07/2022,32,1,1,3,1,2,1,1,1,1.142729146,5,1,3,2,3,2,3,1,3,4,2,3
750,11/07/2022,11/07/2022,49,2,3,6,2, ,3,1,1,0.511312053,2,1,1,2,1,2,1,1,4,4,4,3
751,11/07/2022,11/07/2022,62,2,1,1,1,3,1,1,1,0.643432766,1,1,2,3,1,3,1,1,2,2,2,3
752,11/07/2022,11/07/2022,64,1,2,6,1,2,1,1,1,0.845388119,3,1,1,3,1,1,1,1,2,2,4,3
753,11/07/2022,11/07/2022,68,2,5,2,1,1,2,1,1,0.855345091,3,1,1,1,1,3,3,1,3,4,4,3
754,11/07/2022,11/07/2022,61,2,4,1,1,6,2,1,1,0.843446479,2,1,2,3,1,1,1,1,3,2,2,3
755,11/07/2022,11/07/2022,57,2,6,2,2, ,2,1,1,0.737226811,2,1,1,3,1,1,2,1,4,3,2,3
756,11/07/2022,11/07/2022,57,2,2,8,1,7,1,1,1,1.090242128,2,1,2,2,2,2,2,1,4,2,2,3
757,11/07/2022,11/07/2022,46,2,2,2,1,2,1,1,1,0.746922925,2,1,2,3,2,1,1,1,5,1,2,3
758,11/07/2022,11/07/2022,64,2,3,9,1,98,1,1,1,1.159291857,2,1,2,2,2,1,2,1,4,2,2,3
759,11/07/2022,11/07/2022,55,1,3,10,2, ,1,1,1,0.652009788,3,1,1,2,1,1,1,1,3,4,4,3
760,11/07/2022,11/07/2022,58,1,1,11,1,1,1,1,1,0.764176694,3,1,2,2,1,2,1,1,3,3,3,3
761,11/07/2022,11/07/2022,71,1,1,6,1,3,1,1,1,0.669088464,2,1,2,2,1,1,2,1,2,3,4,3
762,11/07/2022,11/07/2022,33,2,5,4,1,1,2,1,1,2.233706206,3,1,2,4,3,3,3,1,4,3,4,3
763,11/07/2022,11/07/2022,58,1,1,6,1,1,2,1,1,0.937477443,3,1,3,3,1,2,2,1,3,3,3,2
764,11/07/2022,11/07/2022,47,2,5,3,2, ,3,1,1,0.599469154,3,1,4,2,4,2,4,1,4,5,5,3
765,11/07/2022,11/07/2022,46,1,3,4,1,1,2,1,1,1.619394578,3,1,2,3,1,1,1,1,3,3,3,3
766,11/07/2022,11/07/2022,79,1,4,6,1,1,2,1,1,0.947592972,3,1,4,4,3,4,4,1,3,3,3,3
767,11/07/2022,11/07/2022,73,2,1,11,1,1,2,1,1,0.76842533,3,1,1,2,3,1,3,1,4,4,2,2
768,11/07/2022,11/07/2022,67,1,5,4,1,1,2,1,1,0.844004296,2,1,1,1,1,1,1,1,3,3,3,3
769,11/07/2022,11/07/2022,32,2,3,3,1,2,3,1,1,2.581148638,3,1,2,2,1,3,1,1,3,3,3,3
770,11/07/2022,11/07/2022,60,1,2,11,1,1,2,1,1,1.084009273,3,1,1,3,1,1,2,1,3,3,3,3
771,11/07/2022,11/07/2022,22,1,3,3,1,6,3,1,1,1.398792135,5,1,4,4,4,4,4,1,5,4,4,4
772,11/07/2022,11/07/2022,67,2,3,9,1,1,1,1,1,0.722713693,2,1,2,3,1,1,1,1,3,3,3,3
773,11/07/2022,11/07/2022,69,2,6,10,1,2,1,1,1,0.632127113,2,1,2,3,2,1,2,1,4,3,3,3
774,11/07/2022,11/07/2022,61,1,2,7,1,1,2,1,1,1.366612787,3,1,1,3,1,2,2,1,3,3,4,3
775,11/07/2022,11/07/2022,53,2,1,6,1,1,1,1,1,0.98860396,2,1,2,3,2,2,3,1,4,3,2,3
776,11/08/2022,11/08/2022,73,2,3,1,1,1,2,1,1,0.843893597,3,1,2,3,1,2,1,1,3,3,3,3
777,11/07/2022,11/07/2022,69,2,6,11,1,99,2,19, ,0.563333603,2,1,3,2,1,1,1,1,4,4,4,3
778,11/07/2022,11/07/2022,22,1,2,6,1,3,3,1,1,1.393036144,2,1,1,3,1,3,2,1,2,1,2,3
779,11/07/2022,11/07/2022,49,2,3,11,1,4,1,1,1,0.891035747,2,1,3,3,1,1,1,1,4,4,4,3
780,11/07/2022,11/07/2022,69,2,5,11,1,3,1,1,1,1.318576154,2,1,2,3,1,1,1,1,3,2,2,3
781,11/07/2022,11/07/2022,43,1,5,2,1,1,1,1,1,0.731529521,3,1,2,2,2,2,2,1,3,3,3,3
782,11/07/2022,11/08/2022,40,2,3,4,1,2,1,1,1,0.436737693,2,1,2,3,1,2,1,1,4,2,5,3
783,11/07/2022,11/07/2022,42,1,3,2,1,1,2,1,1,3.261688463,4,1,2,2,2,3,4,1,4,3,4,4
784,11/07/2022,11/08/2022,44,2,2,6,2, ,1,1,1,0.308060499,5,1,4,4,4,3,4,1,4,4,4,3
785,11/07/2022,11/07/2022,34,1,1,9,2, ,4,1,1,1.294271696,2,1,2,3,2,2,2,1,2,2,2,2
786,11/07/2022,11/07/2022,29,2,6,4,2, ,4,19, ,0.828162787,3,1,4,4,4,4,4,1,3,3,3,2
787,11/08/2022,11/08/2022,74,2,6,4,1,3,2,1,1,1.639194549,2,1,2,2,3,2,2,1,3,2,3,3
788,11/07/2022,11/07/2022,62,2,1,2,1,1,2,1,1,0.855366536,3,1,2,3,2,3,2,1,3,3,3,4
789,11/07/2022,11/07/2022,33,1,3,6,1,2,1,1,1,1.185112739,2,1,1,3,1,1,1,1,2,2,3,3
790,11/07/2022,11/07/2022,24,2,1,2,1,2,1,1,1,0.540373466,2,1,2,2,3,3,3,1,4,2,5,3
791,11/07/2022,11/07/2022,55,1,5,7,1,1,2,1,1,1.169780811,2,1,2,2,2,2,2,1,3,3,3,3
792,11/07/2022,11/07/2022,34,2,2,10,1,2,1,1,1,0.712981772,2,1,2,3,1,2,3,1,5,2,4,3
793,11/07/2022,11/07/2022,45,2,5,7,2, ,3,14,2,0.874728318,5,1,4,4,2,1,1,1,5,5,5,3
794,11/07/2022,11/07/2022,76,2,4,5,1,1,1,1,1,0.942297169,3,1,4,2,1,1,1,1,4,3,3,3
795,11/08/2022,11/08/2022,75,2,6,8,1,1,2,1,1,0.826784122,4,1,2,3,3,3,2,1,5,3,5,3
796,11/08/2022,11/08/2022,75,1,4,4,1,1,2,1,1,1.015233483,3,1,3,3,2,3,2,1,3,3,3,3
797,11/07/2022,11/07/2022,50,1,6,9,1,2,2,1,1,0.892503927,3,1,3,2,1,3,1,1,5,5,3,3
798,11/07/2022,11/07/2022,66,1,6,8,1,1,2,1,1,0.789219859,2,1,2,2,2,3,3,1,2,2,2,3
799,11/07/2022,11/07/2022,45,1,1,8,1,2,1,4,1,1.116573431,3,1,2,2,4,2,2,1,2,3,3,3
800,11/07/2022,11/07/2022,46,1,4,9,1,1,2,1,1,1.687028403,3,1,2,2,2,2,1,1,3,3,3,3
801,11/07/2022,11/07/2022,33,2,2,7,1,2,3,1,1,1.530724068,2,1,1,2,1,2,1,1,4,1,4,3
802,11/07/2022,11/07/2022,52,1,5,9,1,3,1,1,1,0.846385087,3,1,4,4,2,2,4,1,2,2,2,3
803,11/07/2022,11/07/2022,29,2,6,2,2, ,3,1,1,0.847664358,2,1,1,4,1,2,2,1,3,3,3,3
804,11/07/2022,11/07/2022,63,2,2,1,1,1,2,1,1,0.772554571,3,1,2,2,2,4,2,1,3,3,3,3
805,11/07/2022,11/07/2022,25,2,3,10,1,2,3,1,1,2.463857873,5,1,3,3,1,3,1,1,4,4,4,3
806,11/07/2022,11/07/2022,64,1,4,7,1,1,2,1,1,1.765205853,3,1,3,3,3,3,3,1,3,3,3,3
807,11/07/2022,11/07/2022,28,2,3,3,2, ,2,1,1,0.426881856,3,1,2,4,3,4,2,1,4,5,3,2
808,11/07/2022,11/07/2022,45,2,5,11,1,1,2,1,1,1.003062019,3,1,3,2,1,1,1,1,3,5,4,3
809,11/07/2022,11/07/2022,31,1,4,10,1,1,2,1,1,1.760293038,2,1,4,4,4,4,4,1,3,3,3,3
810,11/07/2022,11/07/2022,33,2,4,3,2, ,1,4,1,0.652029971,3,1,2,3,2,2,2,1,2,3,3,3
811,11/07/2022,11/07/2022,58,1,4,9,1,1,2,1,1,1.114243832,4,1,2,2,1,3,1,1,2,3,4,3
812,11/07/2022,11/07/2022,45,2,6,7,1,3,1,1,1,0.950447589,2,1,4,2,2,1,2,1,4,2,3,3
813,11/07/2022,11/07/2022,68,2,2,8,1,1,2,1,1,0.76853929,3,1,3,3,1,2,1,1,3,3,3,3
814,11/07/2022,11/07/2022,27,1,3,8,1,7,1,1,1,1.48228571,2,1,3,3,2,3,1,1,5,5,2,3
815,11/07/2022,11/07/2022,41,1,3,2,1,2,1,2,1,1.210648958,3,1,2,2,2,3,2,1,2,2,4,3
816,11/07/2022,11/07/2022,37,2,2,6,1,2,1,1,1,0.729826745,2,1,1,3,2,1,1,1,2,2,2,3
817,11/07/2022,11/07/2022,62,2,2,9,1,2,1,1,1,0.87326922,2,1,3,2,1,3,2,1,5,2,3,3
818,11/07/2022,11/07/2022,67,1,4,9,1,3,1,1,1,0.867417778,2,1,3,3,2,2,2,1,5,2,3,3
819,11/07/2022,11/07/2022,68,2,5,8,1,2,1,1,1,0.647061806,2,1,2,2,3,3,3,1,5,3,5,3
820,11/07/2022,11/07/2022,65,1,6,4,1,1,2,18,2,0.844004296,2,1,1,3,1,1,1,1,2,5,5,3
821,11/07/2022,11/07/2022,72,1,4,9,1,1,2,1,1,0.949334535,3,1,2,3,1,1,2,1,2,3,4,2
822,11/07/2022,11/07/2022,56,2,5,6,2, ,1,1,1,1.061856764,3,1,2,3,1,1,2,1,2,4,4,2
823,11/07/2022,11/07/2022,49,2,4,5,1,2,2,1,1,0.849815946,3,1,1,3,2,1,1,1,4,4,4,3
824,11/07/2022,11/07/2022,45,2,5,3,2, ,4,10,2,1.248113414,5,1,4,4,4,4,4,1,3,3,3,4
825,11/07/2022,11/07/2022,54,2,4,6,1,1,1,1,1,0.949676351,3,1,2,3,1,2,1,1,3,3,3,3
826,11/07/2022,11/07/2022,41,2,3,6,2, ,3,9,2,0.511312053,2,1,2,3,2,3,3,1,5,5,5,3
827,11/07/2022,11/07/2022,55,2,3,4,1,1,2,1,1,0.847615631,4,1,1,3,1,1,1,1,4,4,4,4
828,11/07/2022,11/07/2022,85,1,4,8,2, ,3,1,1,0.942474626,2,1,1,3,2,2,2,1,2,3,2,3
829,11/07/2022,11/07/2022,56,1,3,3,1,3,1,1,1,0.892226332,2,1,3,1,1,3,1,1,3,3,3,3
830,11/07/2022,11/07/2022,48,1,3,2,1,2,1,1,1,1.212873986,3,1,2,3,2,2,3,1,2,3,2,2
831,11/07/2022,11/07/2022,81,1,4,11,1,1,2,1,1,0.950938271,3,1,2,3,1,3,2,1,3,3,4,3
832,11/07/2022,11/07/2022,49,2,5,3,2, ,4,1,1,0.847664358,3,1,2,2,1,2,4,1,3,3,3,4
833,11/07/2022,11/07/2022,42,1,3,2,1,2,1,1,1,0.630682476,3,1,2,4,4,2,2,1,3,3,3,3
834,11/07/2022,11/07/2022,76,1,1,8,1,3,1,1,1,0.669088464,3,1,1,3,1,1,2,1,2,3,4,3
835,11/07/2022,11/07/2022,74,1,4,9,2, ,3,1,1,0.942474626,3,1,2,1,1,2,1,1,4,4,4,1
836,11/07/2022,11/07/2022,65,1,3,11,1,4,2,1,1,0.791176015,3,1,2,2,1,3,2,1,4,4,4,3
837,11/07/2022,11/07/2022,73,2,3,5,1,1,1,1,1,0.772881542,2,1,1,3,1,2,2,1,3,3,4,3
838,11/08/2022,11/08/2022,76,2,3,8,1,2,1,1,1,0.638398842,3,1,2,4,1,1,1,1,3,3,4,3
839,11/07/2022,11/07/2022,49,2,3,6,1,3,1,1,1,0.665429061,2,1,2,3,1,1,1,1,3,3,3,3
840,11/07/2022,11/07/2022,36,1,4,2,2, ,2,1,1,2.911264446,4,1,3,3,3,3,3,1,1,3,3,3
841,11/07/2022,11/07/2022,67,1,2,8,1,3,1,1,1,0.669088464,3,1,1,3,1,2,1,1,2,2,4,3
842,11/07/2022,11/07/2022,64,1,4,4,2, ,1,1,1,0.800883526,2,1,1,2,3,3,3,1,3,3,3,3
843,11/07/2022,11/07/2022,42,1,3,8,1,1,2,1,1,1.514279449,4,1,3,1,3,3,2,1,5,5,5,3
844,11/07/2022,11/07/2022,40,2,4,8,1,99,1,15,2,1.595046768,3,1,1,2,3,2,3,1,3,3,3,3
845,11/07/2022,11/07/2022,70,1,4,9,1,1,1,1,1,0.841098989,3,1,2,2,1,2,1,1,3,3,3,3
846,11/07/2022,11/07/2022,59,1,2,5,1,6,2,1,1,0.481161136,3,1,2,3,1,1,1,1,3,3,3,3
847,11/07/2022,11/07/2022,43,2,4,4,2, ,3,1,1,1.466787214,5,1,1,1,1,1,1,1,5,3,5,3
848,11/07/2022,11/07/2022,45,1,4,2,1,1,2,1,1,0.993173906,3,1,2,2,1,3,1,1,3,3,3,3
849,11/07/2022,11/07/2022,77,2,6,4,1,3,1,1,1,0.697543221,2,1,3,3,3,3,3,1,4,2,4,3
850,11/07/2022,11/08/2022,39,1,1,8,1,3,1,1,1,0.677856513,3,1,2,3,1,3,1,1,2,3,4,3
851,11/07/2022,11/07/2022,59,1,3,3,2, ,2,1,1,0.826233321,5,1,3,2,2,3,2,1,3,3,4,4
852,11/07/2022,11/07/2022,27,1,2,8,1,3,2,1,1,1.46864696,4,1,2,2,2,3,3,1,3,5,3,4
853,11/08/2022,11/08/2022,28,1,3,11,1,99,1,1,1,0.914128794,3,1,4,2,2,2,2,1,2,2,2,3
854,11/07/2022,11/07/2022,48,1,3,9,1,1,2,1,1,0.787410335,3,1,2,3,1,2,1,1,5,5,5,3
855,11/07/2022,11/07/2022,42,1,5,5,2, ,3,5,2,1.573513347,1,1,3,2,1,3,1,1,3,4,5,3
856,11/07/2022,11/07/2022,73,1,1,6,1,3,1,1,1,0.670318169,3,1,2,2,1,1,1,1,2,3,3,2
857,11/07/2022,11/07/2022,42,2,4,9,1,2,1,1,1,0.693623605,3,1,2,2,2,1,2,1,4,2,2,3
858,11/07/2022,11/07/2022,62,2,3,2,1,1,1,1,1,1.085535329,3,1,3,3,2,2,2,1,3,3,3,3
859,11/07/2022,11/07/2022,34,2,5,3,2, ,3,1,1,0.847664358,5,1,4,4,4,4,4,1,3,3,3,4
860,11/07/2022,11/07/2022,46,1,3,5,1,99,2,1,1,1.120498517,2,1,2,4,1,2,1,1,3,3,3,3
861,11/07/2022,11/07/2022,64,1,3,4,1,2,1,1,1,0.973996418,3,1,1,3,1,1,1,1,3,4,4,3
